entrezgene	FC	pvalue
100157001	1.711813392	0.000326533
100153766	2.504366521	0.005278649
100515577	1.251141711	0.033347718
396646	2.031500986	0.000274954
100519275	1.565099358	0.035354986
100037994	-1.242888733	0.028404955
397657	-2.031873644	0.00038854
100524219	1.874664499	2.85E-05
100525890	-2.141245242	0.05798788
100511155	1.207210435	0.078815827
497624	1.582153515	0.001304456
100512497	2.045457544	7.06E-05
100620511	1.355144771	0.017000545
100511347	1.355739042	0.006928121
100621189	2.21056788	0.000794061
100151740	2.332970752	0.002769688
414376	-1.576172404	0.064307539
100515924	-1.185534823	0.084976198
100518989	-1.211428415	0.025162107
100520587	-1.229024003	0.05234991
100521222	-1.438423652	0.004213017
100523209	-1.80937304	0.041058989
497236	2.756584199	2.37E-05
100524278	1.65593513	0.00777437
110255176	-2.087856147	0.004320922
100739175	-1.768111307	0.000185887
100156018	-1.369295501	0.010043568
100525485	-1.8022075	0.000156994
100510980	1.770834182	0.025659777
100512072	1.184743841	0.035498177
100512812	1.619194099	0.065134481
100513565	1.340298679	0.045432881
100512631	1.386381146	0.044734584
100515053	-1.202312032	0.036159183
100515237	-1.455835742	0.00052669
100153225	-1.306678452	0.07392104
100157237	-1.411394721	0.002337942
397523	-1.411394721	0.002337942
100517191	1.77566987	1.01E-05
100522516	1.377899343	0.063517517
100522703	-1.281814544	0.00192277
100524901	1.927906118	0.000303652
397007	-1.717461132	0.077354281
100157653	2.185468553	0.001346585
100525609	1.398832804	0.010654806
100135675	2.006160616	0.000932423
100158029	1.328466249	0.032820894
100155235	-1.772365977	0.002085495
100151982	4.048360996	0.000388387
100515860	1.278499477	0.035937951
100520218	-4.197947656	0.000113658
100521990	1.397425543	0.029897215
100623982	1.539466384	0.028091592
100155485	-1.574413426	0.003340735
100524460	-1.251972284	0.074160739
100511410	-3.376736999	0.000146119
100514188	1.200096037	0.063205791
494020	-2.764754135	9.98E-05
100152236	1.383368995	0.004600784
100157480	1.383368995	0.004600784
100155036	-1.873709783	0.001327805
100156272	-2.341866139	0.00599558
100155875	-1.149698799	0.080224474
100153857	-1.411909116	0.083810566
100127161	1.649129556	0.090474243
100154665	1.220140899	0.01049703
100522343	-2.559491817	0.000786355
100523281	-1.330039298	0.022813801
100462749	-1.209972486	0.028434185
100523996	2.119951812	0.004783736
100525717	-1.714340264	0.088713338
100512559	-1.55282106	0.06879109
100152254	-1.744034365	0.001646781
100514251	1.180852391	0.036385753
100515413	1.265469307	0.078722907
100154663	-1.48164808	0.017626334
100515926	-1.509976296	0.011797839
100516295	-1.586457607	0.001045573
100518219	-1.442114736	0.055458591
100155306	2.824720966	0.000442323
100155306	2.959383509	9.67E-05
100518934	1.49741114	0.002307157
100519111	-4.710467289	0.000262732
100153698	1.709426346	0.020823612
100037292	15.7201549	4.90E-06
100521403	1.775992163	0.008204969
100156939	1.840356899	0.000935112
100516227	-1.189912764	0.0844926
100517309	-1.299149644	0.004210542
406870	258.4706482	0.011404166
100522214	-2.044144114	0.008185418
100522573	1.670401058	0.002964798
100522759	1.150194876	0.054014637
503659	-1.679468948	0.029148771
503666	-1.386010507	0.096763331
100511536	-1.480628429	0.032588764
100513178	2.15930288	0.053073671
100152361	-1.556489766	0.004380144
100157978	-1.252411652	0.0214486
100517915	-1.506483	0.008581663
100174945	1.873428717	0.00014902
100523570	-1.305913542	0.010095933
100523751	-1.281912513	0.01586549
100525539	-1.327018724	0.012361038
100513048	1.653791792	0.013039262
100152894	2.622163495	0.001092881
396568	4.089142175	0.00651832
100101928	-1.245543528	0.086131307
106504063	-1.685911325	0.007477854
100152125	2.190157943	0.003698791
100156549	2.69808586	1.98E-05
100736901	2.09815341	0.020680914
100153715	-1.682047268	0.005703909
100523468	-1.519487116	0.008109515
100157318	2.718413858	0.002794628
100513310	3.939518308	2.13E-06
100157344	27.4234749	0.019431933
100153714	1.485983049	0.017972595
396848	1.460182185	0.024133455
100519217	-1.768185724	0.009407802
100153948	1.90214951	0.004718556
106504176	3.245964204	0.006051107
100521475	-1.736561836	0.016556176
100156799	1.410078392	0.046883965
100155597	4.584527229	1.93E-05
100151958	2.724097428	3.92E-05
100514190	-1.493760944	0.038857965
100515449	-1.435020015	0.001774011
100157190	1.347451167	0.027900086
100517972	-55.11879423	0.004509742
397042	1.734888701	6.25E-05
397269	-1.730456484	0.003256127
100520981	2.464159418	5.85E-05
100521642	-1.582994588	4.98E-05
100522163	-1.00335002	0.093817937
100522901	4.475937331	6.25E-05
100625406	1.499061959	0.001708057
397430	5.23227466	0.010100361
100154619	1.414383192	0.005215731
100516044	1.228425563	0.037264515
100517310	-2.503242976	0.061721219
100152428	3.887752711	0.00142901
100152073	2.909519153	0.000631022
100048957	1.628098487	0.061362162
100520642	-18.50474824	6.50E-05
100521866	-1.292549168	0.053350542
397663	-1.24504759	0.042852072
497061	2.136051713	0.02317847
100523514	2.238739601	0.014067574
100302021	1.736017141	0.081148269
100524587	-3.114357607	0.071169477
100511159	-1.363417218	0.013364689
100511902	4.392035657	1.43E-05
100513179	1.432079314	0.028205151
100154885	-1.400886827	0.00746159
100152071	9.581958642	1.68E-05
397128	3.394758248	0.009252155
100518276	-1.780772391	0.007945494
100519174	1.270055134	0.029615666
100738385	1.817360528	0.000156994
102166569	1.415944543	0.01798602
100624648	1.415944543	0.01798602
100524415	-1.431669111	0.049831393
100526025	1.198454213	0.057932862
100510993	-1.423072463	0.017542077
733606	-1.437844372	0.000141527
100513635	1.576882021	0.005561477
100153601	1.256323703	0.072422222
100156880	2.652842967	0.00023568
100153861	1.205553956	0.066108402
100519001	-1.567319913	0.000367232
100154649	-2.840739655	0.000234837
100519636	-1.678594589	0.003723903
100623797	1.766672383	0.031567007
102165056	-1.176719233	0.06162203
100152260	1.555462862	0.084735296
397645	1.257197333	0.072057561
100153858	2.626568355	0.000413748
100233182	2.413866088	0.009607571
397108	-1.723341489	0.00709195
100156108	-1.731675035	0.002163585
100154380	-1.439004306	0.037840339
100515423	-1.381743322	0.001556095
100628154	1.270499784	0.012086773
100515940	1.261870011	0.024935032
100521649	-1.565538429	0.060800757
100520654	-1.452528405	0.000990502
396862	1.352537943	0.079931449
100522002	1.292740704	0.010213272
100627428	1.843422555	0.002564061
100511298	1.351048253	0.004489836
100462757	1.447158301	0.042933605
100511851	1.236865119	0.045367546
100514936	1.807901736	0.020984305
100515638	-13.10447366	0.005228733
110255204	-2.333221328	0.002116895
100037295	1.233640139	0.016676434
100519695	-1.193239984	0.054888721
100520058	1.499776307	0.020749286
100523938	1.442005445	0.025595888
100157624	1.236929849	0.013396281
100518103	-1.966327959	2.77E-05
110258620	1.439251031	0.07559975
100511114	1.439251031	0.07559975
100512575	-1.525574883	0.015214075
100512938	-5.311261346	0.015666621
100516124	-2.871317477	4.59E-07
100152604	-4.939229572	0.001346585
414386	1.158090166	0.073262746
100519581	-2.827039491	0.004614288
733705	1.64230384	0.017176402
664652	1.26185452	0.01667948
397611	-1.703084016	6.71E-05
654297	-8.79289927	2.83E-05
100517568	1.679470491	0.005799167
397159	1.609092622	0.012982656
595131	1.286482766	0.073993092
100153260	-1.399175456	0.001217846
100523763	1.671744918	0.004085597
100516714	-3.875326004	0.020808764
100516889	-1.540449844	0.006844838
100525848	-2.258653898	0.004959249
100523224	-1.430070964	0.033018348
100523765	1.399898331	0.009804063
100151959	1.399898331	0.009804063
100513130	-1.30781743	0.02643204
100524842	1.646910573	0.002710716
100739251	1.649884897	0.001483327
100517135	-2.083750874	0.001730611
100156732	2.248752054	1.43E-05
100521422	-1.439788995	0.011338666
100522971	-2.75928141	0.012769368
100523160	1.987085186	0.003377366
100152966	-2.244928401	0.016142519
100511613	1.663280029	0.019223454
100154598	-1.331292258	0.046079365
100514505	-1.3077561	0.030598642
100156988	-1.20901327	0.043007644
396946	-1.766469961	0.002941594
100517799	1.471706848	0.072054021
397615	1.948040263	0.000889901
100154944	-1.210237795	0.044090026
100521308	1.867052255	0.099792771
100188905	1.280549086	0.097485417
100524726	-1.560377219	0.000154974
445538	-2.285107523	0.001230826
100523109	1.216274721	0.023766152
100523416	-1.55431095	0.002733715
100525271	-1.430741897	0.087785428
100525626	1.481790535	0.036101022
100157227	-2.393962427	0.005075156
100156029	1.902992994	0.038466665
100359355	1.421078561	0.008109515
100519584	-1.432249843	0.00231854
100521835	-1.350615479	0.029742366
100158042	-1.538460256	4.75E-05
100512515	-7.159073826	1.21E-05
100517258	1.333551438	0.029967671
100157894	1.501392734	0.002328915
100520061	4.777203949	0.007375799
100520774	1.423887922	0.003497161
100337678	-4.749655919	0.091869194
100519529	1.601782924	0.011747068
100525850	-1.461235067	0.015035361
100523300	1.316746137	0.0426803
396934	2.041145576	0.001861507
396606	1.516949084	0.02344354
100514622	-1.255143218	0.016913519
100516948	-1.198016086	0.089470768
396564	1.248482923	0.036568915
397339	1.696571555	0.001087502
100216430	-1.478204362	0.015739661
100127355	1.461246083	0.009121958
100519288	2.229950541	0.000120438
100519997	1.757291157	0.043690114
100511064	1.339968251	0.033675023
100511619	1.302040503	0.004455314
100049704	1.796305334	0.003277321
100513643	-1.162753686	0.060475557
100511802	-1.268728942	0.081393989
100514388	-1.403131472	0.005449369
100037289	1.987540983	0.006330964
100515995	3.955182753	3.53E-05
100524299	-1.447361177	0.001144011
100738698	2.583365686	4.07E-06
100526092	2.525067885	2.96E-05
100510888	1.312772122	0.013794355
100515297	-1.358504607	0.019001945
100511677	-1.326852128	0.003136227
100518234	1.2070309	0.045945849
100518412	-1.22721255	0.032659822
100521064	1.939870015	2.83E-05
100144502	-11.87282133	0.000121166
100521359	-11.87282133	0.000121166
100522004	-1.243084086	0.00650571
100622572	3.944500585	0.00695525
100524846	-1.339998856	0.007589033
100525383	-1.526219092	0.014936789
100526031	-1.359839828	0.051793601
100511178	-1.777182707	0.094928914
100511736	1.453987284	0.058050071
100517142	-1.469291311	0.002161009
100517698	1.312063625	0.009091556
100517877	1.558751337	0.045455066
100513971	-1.713753128	0.004636013
100514890	-1.253327472	0.026388074
100514510	1.953866422	0.007124287
100515072	1.235127378	0.043038187
100519128	-4.757166918	0.001305724
100515425	1.489134221	0.016834337
100516416	1.338286164	0.054013364
100520358	-1.539557836	0.000381944
100523716	-1.922744547	0.00070811
100626093	-1.619309609	0.013911907
100520885	-1.686244636	0.000354842
397273	1.654563475	0.001360617
100524971	1.24987299	0.095533574
100525148	1.322044839	0.030559693
100521244	1.800824599	0.001046205
100522538	-2.308029901	0.00029514
100511001	-1.493882671	0.039712295
100526032	-1.992565487	0.099792771
100512265	-1.277659186	0.031720266
100515941	-1.28527245	0.045771205
397022	-1.183928274	0.02911436
100517023	1.419626935	0.008844854
444997	2.318163146	0.000384687
100518057	1.595721226	0.013629442
100519294	1.367243343	0.00970362
100519643	1.443836981	0.026882806
100522239	1.208293211	0.070763657
100511308	-1.852381976	0.004083572
100514446	-1.238876546	0.057763593
100520886	4.716762994	0.001574785
100515007	1.580992004	0.00012709
100517143	-7.385034037	0.000481834
100517803	-3.683469939	0.035789457
100518821	1.371128719	0.057808126
100525558	1.371128719	0.057808126
100520175	1.182487143	0.038466665
100520005	1.332594952	0.014936789
100513973	-1.227225186	0.050036862
100514336	-1.46221963	0.011245971
100514512	1.521127415	0.005500939
414912	-1.310437289	0.093897621
100512266	1.44630763	0.031372789
397553	1.987702169	0.000299121
100513002	1.789862049	0.013629442
100518293	-2.062875275	0.035375283
100144442	-2.525609944	0.041560377
100515942	1.261945189	0.035375283
100516128	1.430240018	0.004704277
100516314	2.828726687	0.00075039
100359358	-3.925036744	0.000429591
100516483	-6.775503706	0.045553199
100519700	4.676525806	2.06E-05
100516663	3.362620196	0.000401368
100517024	1.654288077	0.014749813
100517574	-1.304622247	0.053840334
100517750	-1.661145098	0.009281569
100519885	-3.635604549	0.000300973
100739017	1.584849851	0.000189979
397568	-2.231121183	5.75E-05
100512455	-2.357647629	0.00064208
100512825	-2.07909818	0.000303303
100511738	16.22574416	4.14E-05
100513583	1.221184056	0.078798384
100516129	-1.295937488	0.007367078
100513781	-1.379059211	0.001781856
100514702	1.251431436	0.089282722
100518823	-1.334016053	0.077492704
102165819	3.264630725	0.014936789
100520542	-2.660756049	0.016407322
100522785	-5.222352385	0.000830423
100523718	1.596086729	0.077928771
100524069	1.423449337	0.033393419
100525504	-1.189033648	0.031985835
100513520	-1.764700989	5.06E-05
396574	-9.125993392	0.006317556
100124375	-1.623401823	0.004519743
100519410	1.608992964	0.036603645
100627268	1.193686538	0.05411844
397195	1.971405154	0.019721759
100521312	-1.989144898	0.000506456
100521487	-4.051025026	3.20E-05
100521655	1.212942444	0.093780466
396877	2.338783306	0.000759334
100521839	1.531130172	0.000384687
397461	-1.444466505	0.000918165
100522851	-2.069675377	0.000903556
100524666	1.162849124	0.078815827
100525276	1.219524892	0.059502151
100738966	1.184229254	0.06532313
397442	-1.286152863	0.072422222
100518176	1.364713622	0.013024193
100626455	-1.529504192	0.005029707
100523772	2.923754444	1.15E-05
100524132	1.273505112	0.043332473
100524481	1.386174706	0.0170159
100526035	-1.139345581	0.089403332
100142670	21.42181781	2.37E-05
100524848	71.53008672	1.21E-05
100620815	-1.17078646	0.025026715
100037978	1.273649367	0.01675628
100516780	-1.144897703	0.069348504
100516955	-1.237803817	0.007065723
102163467	1.46565653	0.000794584
100519821	3.459116718	2.03E-06
100520177	1.510774683	0.023558286
100525152	1.252154978	0.012817954
100127167	2.751386912	0.002721605
414420	-1.627556156	0.000447824
100513584	1.379273731	0.030663706
397628	5.95606082	0.003492606
100513782	1.189204355	0.065083767
100513975	1.856138303	7.70E-05
100517998	-1.381996234	0.020259856
396911	2.887581733	1.55E-05
100515428	1.626047785	0.00331935
100515771	2.058584875	0.000126184
100516721	-1.500737198	0.072232609
100521840	1.718081891	0.000300973
100524730	-1.148334661	0.058050071
100525560	-2.021240011	0.003435865
100525385	-1.224757648	0.098723252
396750	4.421722774	0.001502605
100511551	1.991616951	0.000881142
100126233	2.799688874	0.009366326
100512458	1.670640033	0.00447397
397531	-2.007071729	0.001021628
100517751	-1.2895163	0.071544233
100518647	-1.367919827	0.056665563
414435	1.368814854	0.00938212
100519413	-1.391203115	0.002839359
100512521	-1.195238812	0.05966039
100523536	-2.872318506	0.000182248
100381266	2.113001836	0.000121351
100525209	-1.299963295	0.05580231
100525858	-1.480002687	0.001556095
100510892	2.964531417	0.022071712
100192434	-7.686129995	5.97E-05
396964	1.221361409	0.027632474
100516595	-1.529978022	0.013834954
100517807	-1.537019089	0.005946965
100523720	1.740704196	0.000631213
100524241	-1.193331453	0.053539816
100518772	-1.370600453	0.003064157
100511370	2.819910434	0.000709902
100512396	3.268838923	2.64E-06
100514568	1.845873586	0.00104967
100516724	-1.35774505	0.003489558
100517999	-1.423437055	0.010462639
100518178	-2.810549574	0.002128598
399542	-5.481357405	8.92E-05
100518956	1.336852086	0.004017655
100519298	2.354385384	6.88E-05
100519592	1.278242072	0.021374689
100739510	-1.598134601	0.000638769
100174943	1.335381398	0.036241378
100522304	1.254304721	0.003406449
100525450	-2.117669935	0.018699085
100738340	1.325007488	0.000714226
100622110	1.309260142	0.040863963
100518418	-1.320809771	0.016297314
100524362	-1.322625306	0.009338198
100513524	1.344692294	0.022920083
100514218	2.533254187	0.067007524
100513720	-1.188882549	0.085834796
100513912	-1.510365389	0.001064044
100301914	1.180472499	0.074628376
100516183	-1.375498132	0.001302039
396609	1.230415205	0.070038811
100519887	2.014886512	0.004300378
100518897	-1.452408821	0.015146639
100518718	2.080400477	0.006111764
100519184	1.637310905	0.003173675
100519535	-1.150379187	0.061322872
100519354	-1.179042472	0.035134051
100521952	-1.384358397	0.087191586
100511119	-1.712062978	0.017003138
100511312	2.114845952	1.24E-05
100511495	1.704879389	0.003694167
397594	1.742115813	0.000195868
100512157	-2.58502762	0.000139963
100511865	1.804238357	0.020614348
100524976	1.235668963	0.06742538
100512523	-1.607330807	0.012981172
100522855	1.384355951	0.047847177
100523050	1.611726169	0.016236068
100525508	2.657085911	0.004391102
100523538	-1.738857582	0.00055239
100524242	-1.886415497	0.000268746
100524425	-1.608365384	0.018323208
100514277	2.406070641	8.29E-05
100514824	-1.961036745	5.00E-05
100517638	1.785918847	0.010757112
100517810	-1.748655886	0.000533211
100144446	1.547905517	0.050186102
100521253	-1.571875893	0.00217132
100519703	2.243478397	0.006477419
100520548	-1.300972372	0.016664963
100512336	-1.304997547	0.004631237
100515363	2.004305206	0.033250096
733602	-5.989988202	0.004995486
396638	-1.37075509	0.002941974
100514895	-3.354034468	0.000141527
397328	-3.354034468	0.000141527
100627205	1.532482394	0.028590266
100516784	2.653460603	0.005135421
100310796	1.274425373	0.044064034
100621341	-1.477831048	0.049031779
100522125	-1.319623811	0.059585925
100523777	5.357115022	0.000404672
397103	-6.115795331	0.020350484
100523953	1.874519111	7.32E-05
100125826	3.033292418	0.004448093
100525564	-1.304392444	0.009437549
100737557	2.087256101	0.001900269
100514631	1.76732403	0.002914902
100515712	2.3196045	0.030615
100521657	-2.532312728	0.09933108
100522008	3.275538149	0.00881799
100525278	3.767998645	0.000289737
100049698	-1.678794677	0.057980186
100513342	-2.410734399	0.000158248
100513526	1.856228531	0.025366109
100515883	2.162136328	0.00265767
100521611	1.97814588	0.013613061
100522126	37.58694829	0.004017655
100271724	2.368353006	0.072685321
100525739	-1.256994763	0.092781798
100525213	1.509216612	0.054809451
414285	1.376651383	0.029472352
397010	-1.486973301	0.005861576
100511986	2.572408164	0.000131354
494017	1.628368154	0.000185887
100512769	-1.199694448	0.039984344
494467	-1.567608577	0.096104647
100515193	-6.245988748	4.59E-05
100521716	-1.653485532	6.55E-05
100217389	2.837615199	1.21E-05
100512270	1.247204432	0.017810261
100037938	24.64989321	0.001524712
100519892	1.189635197	0.086242841
100520950	1.264723593	0.036873612
100520068	-1.666931892	0.014273802
100520236	1.395838993	0.001532226
396740	1.306781149	0.053910989
102168153	-1.532300509	0.064307539
100621703	-1.471317494	0.000760973
100513074	10.28164235	0.000380184
100513273	1.251043718	0.018042683
100514827	4.97025028	0.000528961
100515715	2.744767392	0.093153761
780412	1.403348856	0.00018152
397030	1.342833927	0.021299001
100519245	-1.977155667	0.031276938
100127358	1.717963898	0.094470486
100519082	1.717963898	0.094470486
100518206	1.24840519	0.028796628
100517228	-1.387970818	0.001819544
100519788	6.081323566	0.000205701
100519436	1.536523237	0.004691255
100520142	1.343685905	0.047235709
110255361	1.743361724	0.023622396
100518621	1.460651018	0.01267843
100518980	1.669024751	0.001988854
100519503	1.853381797	0.001418473
733579	1.680914724	0.038499272
100738479	2.178154372	0.003980658
100171399	1.542426878	0.003125917
100525596	1.225997534	0.087322561
100520503	1.300871707	0.007921479
396853	11.16268742	4.13E-06
100511767	1.51844614	0.002195593
100511029	3.080949147	7.79E-06
100622758	1.724963222	0.013373881
100512849	3.503292307	0.016604737
100513608	-5.010598167	0.083872651
100625022	1.203861596	0.071705178
100515088	1.592232222	0.092147458
100624543	2.172636183	0.01147344
100627912	1.706005857	0.009328309
100521568	2.283765121	0.035209346
100522452	1.882019968	0.000159182
100524513	-1.499847798	0.062185336
100525766	1.313824324	0.015657491
100127151	-1.885908286	0.022610101
100623383	-1.239930424	0.012882878
100514245	-1.464462151	0.017647832
100517667	-9.500490434	0.004235431
100517842	-2.211396879	0.012747162
100522387	1.43589732	0.005861576
100515270	-3.274460037	0.005777341
100516331	-1.428961349	0.024789154
100516687	-1.37431221	0.018652922
100517358	-3.914147128	0.025564505
100513610	1.833884342	0.007483777
100525240	-1.378766016	0.004309744
100518140	-1.533947156	0.001298082
396805	-2.31371072	0.019581201
100522887	3.265077618	3.97E-05
100525064	-2.252716728	1.81E-06
100526002	-2.049095345	0.064666563
100512977	2.317280541	0.000142577
100520143	1.43952766	0.054239317
100518503	1.43952766	0.054239317
397054	-1.314523339	0.037648421
100048954	1.223051013	0.017923149
100515398	2.063488232	0.003469478
100520320	1.826824559	0.001488525
397057	5.414133073	0.004017655
100517547	2.4223013	0.084258381
100516282	1.632936175	0.01487876
110255202	1.29480638	0.010462639
100523009	1.266948392	0.074805491
397021	2.496922102	0.000246764
100510972	-1.280909424	0.027037472
541593	10.35010553	1.40E-05
100525654	-1.68381884	0.002941974
100513300	2.631482736	4.98E-05
100513488	2.942860614	0.000299121
100513674	1.344728237	0.043162978
100516029	-1.287553548	0.04224882
100516870	2.936591857	8.72E-05
100517773	1.733388917	0.000428093
100518854	-2.787028017	0.037321347
733617	-2.712720655	1.44E-05
100520758	-1.817105764	0.033545898
100521108	-2.58975273	0.000635232
100521388	-2.316014993	0.050450907
100512979	2.622739687	0.006706192
100628238	-1.192930512	0.069125486
100515913	1.758035298	0.00420656
100524821	-1.468094515	0.037911827
100523198	-89.949461	0.000399517
100511525	2.296549408	0.000265368
100513370	2.02135128	0.001227334
100515566	-4.762050662	0.011282213
100624755	-1.270512289	0.034201751
100126835	1.420554393	0.049284561
100517843	1.869604168	1.43E-05
100519207	1.536952017	0.009196869
100520043	-1.752918772	0.036399371
100520760	-3.494835556	0.038224332
100621718	1.392544461	0.058635354
100525884	-11.43823222	0.000281896
397132	1.743370702	0.036998078
100526237	-3.704984009	0.003605743
100623420	3.375115484	0.004995486
100622861	-2.242774751	0.006805116
100512360	1.326061704	0.067550328
100525530	-1.96049855	0.001676235
100627220	-2.087470879	0.068546897
100310802	3.72306749	0.028758627
403334	3.958696028	0.001681043
100626716	-1.629688789	0.038888312
100521674	-1.244277829	0.04599164
100286778	5.545945532	0.010119542
100512981	-3.927964494	5.74E-05
100518624	-1.376550276	0.007659266
100620255	1.928698066	0.007534697
768110	-1.436425188	0.000302718
100521142	3.104909428	2.56E-05
100523199	2.743559588	0.00018152
100525120	2.778481723	0.002312583
733702	7.475442247	1.55E-05
448808	2.467662181	0.004575861
100517297	1.672877677	0.009588903
595123	2.593180281	0.005522413
397129	-1.231633404	0.063281073
100522203	3.108573886	4.46E-05
100524037	-1.183700518	0.040369431
100524699	1.528548116	0.043765779
100512006	1.322511844	0.051244115
396865	8.081260482	0.033347718
100512732	-2.045566349	0.000166708
100312979	1.199072126	0.014754288
100624136	-1.564044765	0.050213228
100519792	1.875295663	0.004357596
102163961	2.361066097	0.050422106
100522028	-2.175510568	0.051540819
106504097	1.290143907	0.079005855
100525243	-2.002852856	0.000121351
100526125	2.812697359	0.000388538
100510921	-1.449310637	0.032076633
100511275	2.078849796	0.004919591
396944	2.1217622	0.000822123
100624264	3.705986118	7.83E-05
100515500	1.250943388	0.042688064
100516567	1.903237015	0.000356556
100516994	1.950406619	0.003196732
100518390	1.312192593	0.080257145
100525601	2.857744428	0.003300862
100217398	2.248095356	4.47E-05
100738612	2.194310337	0.001184425
100101925	1.38159016	0.001547862
100525066	-6.93531319	0.000312769
397258	-5.398425038	0.000269305
100739703	1.319999461	0.011662467
397480	6.164722572	0.000338422
100624161	4.566319846	0.019737229
100512553	-11.63965884	0.07681265
100519862	-1.23029955	0.026241401
397106	-6.73295331	3.20E-05
100520045	2.498569941	0.080971528
397315	7.946791899	0.000323763
100523270	3.844481549	2.72E-05
100520583	5.33110613	0.005492235
100520808	-2.08785246	0.04190735
100521160	1.878014152	0.005006429
100524908	-1.203466069	0.065392173
100737637	1.41982898	0.00295263
100157997	1.243679165	0.028929284
100738874	-46.26524075	0.001583124
100517918	-1.309052199	0.005506718
100519339	2.542316498	0.008322806
100523095	-1.749970433	0.065509211
100523824	-6.526857038	0.001661497
396730	-2.053862267	0.008723379
100233172	-1.586436911	0.014629698
100526140	1.894969567	0.001486429
100156631	-7.041196846	0.000391873
100152203	1.350885249	0.009865755
100154836	1.615437215	8.13E-05
100515930	1.206718218	0.062719412
100156897	-1.351245321	0.013065401
100515416	-2.559232482	0.003589127
100515586	1.887505546	0.029773572
100155710	-2.108515101	0.009634149
100517682	1.891756087	0.003039118
100154862	1.739806553	0.017810261
414421	3.402003214	1.40E-05
100037937	1.430093787	0.036603645
397344	1.924093001	0.000255598
100156104	1.771577404	0.000665475
100520868	1.292067351	0.027808964
100524344	-1.997293109	0.000840849
100524716	2.123426333	0.062007126
100525011	-1.972543177	0.000312118
397136	1.149484576	0.038947665
100513050	1.232954246	0.042825118
396625	-2.166428678	0.001054246
100517009	-1.377877614	0.065371328
100157937	-1.244859242	0.028312444
100152698	-1.60833576	0.000190737
100152307	-1.549557414	0.003781547
100523471	1.527333625	0.004437247
100622105	-2.310894457	0.002783572
100525434	1.730348111	0.000887007
100156366	-1.240975313	0.03008679
397492	-2.384786641	0.003044406
100736572	-1.596762782	0.006593706
100515629	2.684778464	1.96E-06
100517976	-1.8076157	0.002064206
100520221	-1.839299018	0.003408141
100152189	-1.279575495	0.0097236
100157412	-1.219539458	0.028928856
100154157	-1.873083777	0.000111885
100622317	-1.142315621	0.092466165
100286871	-1.273884748	0.047288854
100513629	-1.313174194	0.006487031
100516520	-1.334967734	0.022826518
100144630	1.498471345	0.010561911
100152419	-2.824308097	0.000860384
100158033	1.211122468	0.064752188
100523472	1.90220043	0.002064546
100158058	1.29414904	0.039182584
397285	1.415361881	0.002952448
100155068	2.479949298	0.047591245
100152001	-1.890627577	0.007097472
100511538	-1.333646763	0.019876714
100155491	-1.551935391	0.00286597
399534	-1.547818719	0.079130493
100037960	2.160697578	0.000294017
399525	-1.531855827	0.005807109
396655	1.523447402	0.008777022
100155066	2.143264344	0.00613604
100153033	1.616222642	0.007287715
106504094	1.208266211	0.028871171
492279	-1.463854059	0.002163585
397575	-1.80823226	5.06E-05
100525616	-4.517965171	0.010095933
100152909	-1.196629715	0.034554614
100127483	1.388789342	0.009200646
100627358	-1.790952136	0.006678502
100154920	-2.027657348	0.000181734
100518044	-9.203741778	0.000142577
100521692	1.584489227	0.00050215
100153306	3.578159442	0.0037658
396931	-2.009316627	0.003626357
100153701	-1.667521116	0.037773948
110255182	1.29574761	0.053223619
100155585	-1.313845132	0.035375283
100155182	1.375476893	0.002716442
100233169	5.623769413	0.00230068
100524113	3.489141208	0.025815394
100512869	2.026931729	0.00116822
100736598	-13.81150895	0.005448782
396837	-3.788515445	0.003573011
100153398	3.137989462	0.000203378
100155829	2.107322999	0.015298314
100154630	-7.387564246	0.000520972
100515865	1.367924163	0.007544294
397401	-2.465119806	0.032498671
100154609	-1.655687486	0.012492403
100518585	-1.330056394	0.023525824
100622397	1.937651424	0.002232618
100519927	-3.260425439	0.000817166
100525965	2.150422336	0.007097342
100511663	-1.417285252	0.084422324
100737296	1.482417533	0.003437553
100511906	1.37746351	0.031295459
100737654	1.492909009	0.018959931
403162	13.21759512	2.95E-05
100515695	-2.958382782	0.002665586
100515868	-1.663700164	0.001935496
100516050	1.43189035	0.078748231
100521999	2.409520838	1.93E-05
397557	3.326616254	1.81E-06
100524720	1.335296057	0.036650591
100521118	-1.625555903	0.001831697
100513325	2.453867489	0.000109292
100518525	1.939619388	0.036719352
100519065	1.682786271	0.092028892
100415778	1.297064982	0.005839406
100520468	2.126957461	0.000450297
397609	-3.662923897	0.015210074
100524227	3.229373814	2.85E-05
106504059	-1.28154533	0.052169081
100512201	1.329830936	0.070016291
414428	1.503076404	0.012214794
100515937	-2.094605356	2.83E-05
100147710	-2.855043764	0.026671269
100516476	-1.898552722	0.093361252
100626356	1.466414864	0.04118488
100517203	-1.644098029	0.001052016
100517565	-2.270194778	0.00104967
100514931	1.623309872	0.014201019
100515110	-1.472742158	0.01300301
100515287	1.635694545	0.00722206
100515633	-2.296483586	0.000729757
397301	1.723737731	0.000133048
100520873	1.463043464	0.061717161
100192443	1.409888561	0.087122715
100523220	-1.543129165	0.092043059
100513190	6.098263903	0.000198745
100513574	17.56344172	0.002166002
100525671	2.304032519	0.000708871
100513962	2.367437017	0.012747162
100511847	-1.987069471	0.003986523
100517505	-1.706464479	0.035731761
