entrezgene	FC	pvalue
100513839	-1.343140429	0.020961489
100157556	1.356660035	0.002421012
100152320	1.674456247	0.000280332
100101474	1.282731656	0.028799058
100523112	-1.58767185	0.008274116
100524544	-1.300591611	0.011747068
100525803	1.166854768	0.060475557
100511433	1.254137843	0.092520461
100513393	1.892275905	0.002471016
100157514	1.723328316	0.006382702
100513970	2.051641122	0.015235829
100154338	9.230061386	0.043957241
100518948	-1.257676325	0.006821556
100521060	1.236292471	0.01824926
100158215	-1.180729885	0.076805964
100155820	-1.439593843	0.01654981
100523885	1.339436954	0.042688064
100513066	2.319152112	0.000123154
100513840	1.651852422	0.047170298
100037955	-2.284599062	0.020350484
100620133	-2.561154662	0.023899922
100156915	-1.255255173	0.0147745
100513276	-1.681508346	0.000729757
100524618	1.229368665	0.042415715
100524800	1.229368665	0.042415715
100514403	-1.342900295	0.005026023
100153245	-1.457309465	0.004455314
100526216	-1.289713403	0.025994158
397118	1.198523858	0.09503177
100154055	1.620732527	0.018548224
445537	5.313999228	1.93E-05
100153657	1.17060027	0.059012657
100157574	-1.312368318	0.010646007
448810	-3.001472171	6.19E-05
100113409	3.523347627	0.000714226
100155380	-1.690902673	0.024113953
733657	1.962850575	0.042995759
100155780	-2.793490432	0.000166708
100737543	-1.748785171	0.000412623
100152418	-2.856536096	0.006317556
100153348	1.311259363	0.009831607
100153186	1.563246624	0.009070296
100738633	-1.318845539	0.005345398
100522801	-1.470503869	0.001898802
100525987	3.452276728	0.037339491
100156671	-2.250579286	4.60E-05
100152510	3.370864127	0.017163951
100157360	1.358589731	0.094626695
100154942	2.717728414	0.000300973
100156785	-1.955930167	0.011908532
100153958	-1.190862859	0.053548829
100158002	1.239273356	0.067479266
100156811	-1.29095548	0.007729564
100522993	-1.603114683	0.000991847
100152754	-1.508224216	0.013467086
100512048	-3.883812985	0.000528985
100514101	-1.414271933	0.013151732
100626316	-2.942290344	0.002223869
100157831	-1.681111186	0.000195794
503544	-1.188666447	0.046014358
100153257	-2.419860775	0.003345141
100154873	-2.333206346	0.000625718
100157957	-1.636262247	0.007544294
100157914	1.331102134	0.072596472
100513277	1.60646489	0.079866026
100152963	1.497967455	0.003591583
100152961	-6.673869596	5.52E-06
100158209	-1.506396875	0.094933242
100125555	5.022645597	0.003230276
100151996	2.223071801	0.002080268
100135658	2.98296304	0.002273882
100156861	1.291353826	0.009196689
100621816	1.441610737	0.084638733
100521620	1.603147118	0.022408741
100521788	-1.466364029	0.049663437
100127143	1.975167578	5.73E-05
100151838	2.693775656	0.001043709
448985	-10.01828427	0.001779822
100156514	1.440063748	0.092347234
100157724	-1.247955735	0.005772993
100155191	-1.368057985	0.041993128
100155988	-1.356305615	0.006914326
100153553	1.200723745	0.041845454
100152372	-1.68954322	0.000681058
100152373	2.423720279	0.000305412
102163953	-7.012759288	0.007371199
100155439	-1.244519313	0.078717357
100153809	-1.206693036	0.035727352
100152590	-2.665970855	0.000718606
100157437	1.652442573	0.033347718
100155418	8.517688908	5.37E-06
100154199	2.558508994	0.00020085
100156649	2.664605762	0.000404672
100156895	-1.734342954	0.035937951
613131	-5.477787138	2.03E-06
100524985	1.255984655	0.022170631
397406	-1.441939695	0.026584338
100154856	1.200691719	0.07687495
100152455	-1.298981794	0.024335069
100157692	1.411425735	0.051977281
100156474	1.411817482	0.013999583
100127138	1.427927464	0.004301444
100155269	-1.687927914	0.014938819
100154053	1.579808377	0.0561763
100156098	1.301726146	0.006220853
100157296	1.858546224	0.000131354
100153655	1.153550317	0.074267373
396828	-3.600868189	0.045025753
100154024	1.326690924	0.023763272
100514958	-2.943218744	0.007512839
396842	6.267440019	0.008274974
100154019	-2.136215846	0.065636632
100156908	-1.5953183	0.000673568
100154743	-1.210418541	0.080194386
100153512	-1.394561664	0.006093783
100156363	1.314923442	0.021156157
100155151	-4.813458298	0.001833434
100153933	-3.554718689	2.06E-05
100515079	-2.419520945	0.00069269
100154317	-1.520644868	0.000759334
100153484	1.463530078	0.030181876
100157531	-3.440678476	3.53E-05
100126859	1.282974209	0.068222572
100155949	-4.258098383	0.008156142
100156749	1.252004209	0.098210358
100154318	1.730127353	0.000311915
100155502	1.607411462	0.061322872
100153932	3.185199388	0.002017289
100152731	1.218936906	0.063197385
449572	1.432478097	0.058954292
100155108	1.57850353	0.093244396
100155505	1.840340869	0.04557549
100154274	1.733166886	0.000909286
100151868	2.455325885	0.000943111
100144501	2.257709357	0.03437143
100152301	1.377232981	0.05022566
100523784	1.357715497	0.022522136
100517341	-1.281655313	0.037691801
100154707	1.576012587	0.008107166
100157148	-1.279820191	0.035865362
100152330	1.259861241	0.020248559
100155146	-1.574983419	0.045939684
100153930	-2.525996463	0.026944585
100127489	44.02397034	0.00012709
100157963	-1.46675221	0.000388538
100155137	-1.198284416	0.025052888
100155916	-1.469138582	0.088887564
100152685	-3.027002341	0.003583757
100157920	-1.346564652	0.000996419
100514576	9.685725113	0.000229657
100157814	-1.313679033	0.0054793
100152157	1.589160649	0.002139773
414423	2.069005166	0.007299403
100157795	1.631294308	0.058568913
100157793	1.703020534	0.01208393
100144529	-2.071440709	0.017829683
100154556	-1.878515095	0.000107623
100525341	2.890669442	0.006294451
100512602	1.439882907	0.046014358
100154970	9.089549376	0.005201618
100156161	7.920052134	0.00020085
100516192	1.835156786	0.03544883
100154428	1.797233487	0.041775556
100153223	-1.801675659	0.001520448
100519023	-1.77732109	0.053761874
100520560	9.251414732	0.024935032
100512899	1.33462344	0.007322539
100624950	1.414048771	0.069120226
100156498	2.412525956	3.53E-05
100151766	1.741569772	0.000473325
654413	-1.644938531	0.010863351
100514836	-2.415037729	0.061479529
397109	1.822440299	0.000138883
100157203	1.456742323	0.053483904
100049656	-2.651812732	4.19E-05
100156808	-1.26431573	0.024559407
100135671	-1.524885936	0.000353234
100157200	3.317413755	0.003345141
100517893	-1.387919755	0.002421012
100153954	-1.670871063	0.002208691
100156403	3.883906325	0.016624008
100153137	1.402258514	0.041348856
397284	-6.300890759	0.006427764
100513149	-1.350997218	0.047781979
100153791	2.926244378	0.009655199
100157444	3.282099212	0.004699299
100737048	-1.59083206	0.001696429
100517344	10.00469041	0.001488525
100156235	3.692059659	0.013627365
100625206	-2.391088558	0.001176009
100516118	1.650932583	0.004493038
100514927	-1.499910322	0.000307941
100154043	-1.216356073	0.05992256
100152836	4.460786914	1.91E-05
100525135	-1.47509287	0.045787964
494014	1.519955128	0.002951115
100152321	1.595750609	0.017213805
100157961	1.792071935	0.000665475
100156773	-1.419101535	0.04526286
100519280	-1.917614454	0.029144618
100520522	-1.538415502	0.01208393
100155396	-1.367173495	0.015612954
445516	1.454248912	0.000183757
100155390	-1.541414892	0.000756441
100738618	-2.072709888	5.68E-06
100738796	-1.165973542	0.057580468
100524115	2.198722701	0.00255059
100524407	-1.914245764	0.000409252
100517201	-1.275098643	0.001462496
100155660	-1.526023061	0.001092881
100154828	1.510332476	0.008968713
100524916	1.424915506	0.082382057
100101470	-1.144628011	0.07898256
100625861	-1.489482671	0.001040358
100157874	-1.599730032	0.000993018
100157496	-1.1686774	0.040565322
100511604	-1.427949363	0.004839496
100512144	-4.901127304	7.90E-05
100515978	1.918112004	0.063770323
106506647	1.946982209	0.001073304
100519451	-1.466840624	0.08609374
100154679	-2.243374039	0.024276925
100739177	1.704423013	0.017634986
100511605	1.251712874	0.005119944
100153847	-1.251839193	0.00454544
100511968	-2.937156221	8.35E-05
100302109	-3.992044271	1.35E-05
100153041	-1.211930523	0.064483468
100151843	-1.211930523	0.064483468
100516767	1.157590112	0.025684895
100157085	-1.283948973	0.003011709
100157870	-1.327369492	0.017297731
100156677	1.299155443	0.002561593
100621927	2.196347775	0.000121351
100152867	-1.46878751	0.001965822
100154503	1.589045816	0.008045084
449004	-3.656499594	0.002114712
100157347	1.120282967	0.094126211
100517865	1.578094817	0.00212249
102164658	-2.96701772	0.000758341
100152497	-1.529480195	0.00199034
100153160	-1.317302062	0.002646868
100157194	-2.026982802	0.019299959
102162899	2.805964685	2.97E-05
100513767	-13.07085898	0.000200617
100153133	-5.769071221	0.000203378
100153947	1.26274536	0.069120226
100156384	-1.346285258	0.005703909
100523757	1.189039735	0.081090723
100141422	2.504246497	0.01667948
100141411	-1.36288354	0.001766013
100134969	1.99989031	0.001941845
100141410	-1.213030853	0.040784711
100126238	-2.213998531	0.083516031
100144532	-1.380611544	0.031597226
100144540	3.583351801	0.000502387
100134989	1.543514711	0.004835215
574063	-1.661943818	0.010370366
100126293	7.031572034	0.000991037
100134988	-2.631776795	0.017665904
100144525	-4.581356659	1.21E-05
100144524	2.329031545	0.001325767
100144536	-1.300821739	0.058363143
100151808	-197.2104581	0.01327807
100144530	-1.508524744	0.002435409
100134985	-1.419056658	0.003441569
100141405	1.649580848	0.021084174
100049663	-6.794647383	0.000316352
100524409	-1.623254123	0.0078937
100156916	-1.850833222	0.000198087
100737805	-1.396057723	0.003605456
100521185	2.542618125	0.000592084
100521490	-1.391906672	0.008585273
100523956	1.218511078	0.031379181
100511556	-1.994144164	0.014799281
100286741	-3.964914786	0.002386007
100514342	-1.371835943	0.015022384
100521078	-1.311619062	0.007740577
100174963	-1.332109574	0.002561593
100519648	2.999506392	7.16E-05
100511316	-2.083024278	0.036435266
100513075	-1.49296316	0.098044995
100516002	-1.630374062	0.000237224
100627239	-1.637681015	0.001818186
100517028	-1.473882352	0.052252002
100519708	4.256752611	0.02434466
100523598	1.561263441	0.002750722
100626099	1.98139124	0.000286255
733578	2.051295047	0.005946965
100513345	-1.686817566	3.06E-05
100513850	-1.391613244	0.008086468
100516854	1.26475031	0.082042144
100516361	1.268519667	0.006037926
100517757	1.950782463	0.010863358
100144519	-1.359317632	0.049842849
397548	3.531653437	0.005026023
100518241	1.426220386	0.003881549
102165338	2.202965354	0.001501296
100736565	1.328955812	0.073725867
100524551	-1.401117885	0.009760379
100513588	-1.339937507	0.006736554
100515077	1.367749472	0.000507474
100310801	1.450112962	0.016007567
100516488	-1.754334178	0.000323763
100517273	-1.792405177	0.000844572
100517643	1.502601351	0.003205575
100518364	1.379694957	0.002561593
100519765	1.54646985	0.002714529
100521783	-1.153791024	0.094455361
100523723	2.456395438	0.000202246
100737047	2.056042098	0.036286805
100524613	-1.381989657	0.045559127
100525333	-4.491581819	0.000432087
100525983	1.356432358	0.046830624
100303610	-4.680665439	0.044909672
100623340	7.076891445	0.000340205
100622177	1.452127273	0.027258504
100524193	1.402752058	0.029186115
100523895	-1.639350196	0.027692088
100512596	1.819953074	0.000570494
100525456	1.250511815	0.014162135
100525282	1.857728434	0.003497161
100512098	1.305967075	0.081615607
396622	1.338630705	0.028929284
100513346	-2.502794169	0.000141527
100515536	-2.167028911	2.06E-05
106509714	-1.243990648	0.083680036
100517883	2.276661659	8.13E-05
100521616	1.694107623	0.084096737
100737615	-1.288051326	0.001532226
100738032	1.555790552	0.000502387
100518602	1.299503022	0.081155448
100524368	1.448139456	0.011635048
100524553	1.438423716	0.000665065
100524016	48.17090379	0.000113211
100519650	1.688893614	0.000814755
100525741	1.42820228	0.027486456
100526101	1.198365454	0.048678174
100510897	1.173144594	0.092549649
397322	5.26986622	0.00028314
100521718	1.27165513	0.034007835
100513727	-1.717976108	0.011513037
100514571	-1.810080949	0.028893204
100505408	-1.243240919	0.016667596
100516964	2.566570547	8.91E-06
100738908	-1.210190615	0.064263395
100518064	1.982651686	0.000122485
100622906	-2.363776394	0.048037426
100518959	1.526048346	0.000212126
100518775	1.286923263	0.03674239
100514572	-1.295588999	0.0121033
397094	-2.187659789	0.065888008
445530	-1.346058145	0.011404271
100517151	-1.672020177	0.007146631
100523176	-2.067183518	0.026500803
100511190	1.341062849	0.072057561
100512405	1.489549095	0.012427149
100513145	-3.415198732	1.81E-05
100101921	2.9187657	0.001286279
396786	1.486029984	0.035375283
100519085	-1.272002681	0.029615666
100521893	1.763709575	0.002102708
100520428	1.263175627	0.010254116
100521315	-1.415723559	0.006582532
100523366	-1.479470557	0.014201825
100524079	2.798220569	0.001831231
100524554	2.798220569	0.001831231
100233232	-1.403406712	0.025929378
100511075	-1.154216445	0.061688344
100511252	-1.168018123	0.08142583
100512161	1.263185159	0.022818462
100038014	-1.234569471	0.04860755
100513348	2.234508216	0.000258144
100515888	1.650792737	0.023245492
100517886	-1.394960433	0.004021257
100519138	1.859672992	8.40E-05
100519653	2.06287315	0.014387503
399539	-1.272674188	0.020240527
100525337	-2.298232054	0.007740577
494561	5.017520844	0.000827307
100518904	1.535376468	0.002410036
100515889	-1.363850215	0.023783805
100322871	-1.388045697	0.032042574
100621633	-3.137608637	0.001317596
100521367	-1.367564239	0.069578688
100523729	1.328676054	0.005398365
100522925	1.835655951	2.37E-05
100625349	1.785407494	0.013391227
100511872	1.375357073	0.047323739
100312960	-1.313175843	0.022522136
397209	4.089007022	0.0005006
100513853	-1.411901284	0.019128522
100514401	-1.745547547	0.000473189
100737807	-1.867228367	0.088516119
100174962	1.227232406	0.027005031
595116	1.871737897	0.003430472
100518778	1.19871566	0.025431206
100521551	-1.268662218	0.01267843
100521720	-1.407866424	0.08774872
100739593	1.459615682	0.008468243
100513146	-1.304182738	0.039097321
100514454	-1.405405574	0.018540741
100517335	1.943542695	0.005842838
100337661	-2.016890579	0.000444899
403163	1.732117886	0.003565441
396838	-1.305814283	0.002389149
100522926	-1.305814283	0.002389149
100522733	1.737346585	0.002004083
100037272	2.055563482	2.73E-05
100512225	-1.357959195	0.005725719
100517336	-1.730098445	0.000116456
100520373	1.803159888	0.00199467
100519139	1.717814994	7.10E-05
399536	1.553891587	0.00613403
397424	-2.462469793	0.072422222
100523181	-1.20003901	0.040715178
100523901	-1.258185763	0.072422222
100524371	1.309344653	0.025986051
100525394	1.689783805	0.060136898
100511253	1.496351161	0.014226479
100515259	17.24701169	6.25E-05
100620823	1.204699633	0.061541651
397378	1.383785447	0.001325767
100522014	2.878048405	0.006209607
100522734	1.644915002	0.013578313
100525041	2.053436505	0.01208393
100522927	1.641710625	0.008353919
100523241	1.341796952	0.006186012
100524558	2.401131853	1.43E-05
100513653	1.548302144	0.00212249
397012	-1.455802207	0.032143343
100514574	-1.788370364	0.032402902
100521786	-2.12292061	0.042096949
100519770	-2.085342339	0.025184095
100516188	1.575776762	3.53E-05
100517338	-3.169834034	0.002982994
100518190	-3.429538802	0.009114354
100170845	2.258592361	0.000686925
100499564	2.055434418	2.42E-05
100512277	3.406362818	0.026436423
100048964	-1.399018038	0.001990197
654298	-2.173244308	0.000263206
100514456	-2.047027346	0.051069649
100623872	2.030687716	0.003911722
396752	5.941630236	0.002941594
100737301	-1.253111278	0.045215238
100513802	1.565969279	0.000386659
100513413	1.823211283	5.85E-05
100515039	-1.60578834	9.56E-05
100517353	-1.321174951	0.030794067
399654	1.765531026	0.000246764
733706	2.901155115	0.031198409
100337673	1.769917295	0.001215736
414404	-1.556716863	0.05017504
100233173	1.987942313	0.016913519
100511143	-1.523162895	7.97E-05
100511886	3.499706986	0.000455391
100511336	2.457624537	0.001608125
100513670	-1.754140607	0.01546389
100337668	-1.630112314	0.084880517
100517041	-1.253382211	0.077354281
641347	3.097418175	3.87E-05
100521564	2.338715037	0.032093985
100513606	1.458594271	0.024935032
100519161	1.703707607	0.000426899
396810	-1.899686301	0.005386317
100525350	1.277461781	0.086529389
396590	3.067010789	0.003039118
553100	-1.606460756	0.011357906
100515440	-1.511406504	0.012643718
100623130	-4.517232091	0.000105397
100518673	-2.073416175	9.77E-05
397547	-2.716560103	0.000659363
396692	2.433486489	0.000299121
100521281	-3.380396361	0.000135018
100522503	-3.088026594	0.000323763
100522154	-4.121164834	0.000540834
100302573	-1.43974421	0.015164527
100737668	-1.34278797	0.004763563
100516986	-1.477523566	0.000241826
100517174	-1.658344593	0.012602937
100517354	-1.658344593	0.012602937
100525396	17.87324194	2.87E-07
414904	17.87324194	2.87E-07
100511208	-1.542999376	0.020248559
100511575	2.138450526	0.000671155
100521735	-2.165865516	0.045671757
100169744	11.88026379	0.020010005
414407	-1.706841025	0.001368371
100522937	2.202945655	0.004996407
100523320	1.756932785	0.084595189
100523679	-1.316658846	0.021959097
100512848	1.28645543	0.030195018
100514970	-2.097591515	0.028799058
100513994	7.220691162	0.0112108
396623	7.328801796	9.35E-05
100517105	-1.841439856	0.017652171
100518918	1.478008683	0.065237992
414390	-1.354433575	0.003567518
100192449	3.740573686	3.85E-05
100523624	1.380328577	0.005615758
397683	1.571619867	0.011489253
100516328	-1.38857065	0.006503418
100517044	1.739291617	0.005537538
100517839	1.739291617	0.005537538
100519612	-2.076641654	0.000512911
100521104	1.277552489	0.026882806
100521809	-1.314926361	0.011445153
100521982	1.403388469	0.011006007
100525414	2.398202683	0.002037537
100511273	-1.366306505	0.062018626
100513805	-1.474140656	0.037063343
102158861	-1.474140656	0.037063343
100516921	2.024295018	0.01826252
100517106	1.484246563	0.000366932
100517665	2.072195454	0.000840095
100517840	-1.656164072	6.01E-05
100518796	4.368257562	0.000581284
100521465	1.573653115	0.051204607
100524158	1.219520141	0.082392975
100524695	3.995718387	1.09E-06
100526122	1.317522282	0.016446917
100511887	1.242522345	0.066571619
100513555	-1.299918534	0.007831608
100518264	1.29310537	0.089178067
101154685	1.29310537	0.089178067
397087	14.61522535	2.46E-06
641309	4.505247817	9.16E-06
100037275	-1.441842512	0.033349503
100524266	3.138458829	9.23E-05
100511210	1.463157455	0.000106235
100135661	-2.245396894	0.007483777
100511394	-1.608489986	0.001004361
100514591	1.309354966	0.031130799
404088	33.51622466	0.000176059
445514	5.259874256	9.58E-05
445515	3858.507243	1.55E-05
780437	79.77377167	0.001300545
100521146	-2.811582069	0.046724369
100736809	-1.270632137	0.002635646
100510925	1.927778184	0.000142413
100514180	-1.204417436	0.057622472
100154155	1.777640452	0.053370779
100156612	-1.532218728	0.091433112
445521	-1.479339866	0.00055239
100154396	-1.409352942	0.003489018
100155671	-4.815305074	0.014296429
100152401	-2.159179898	0.01892203
100515274	-4.634756529	0.001133688
100152645	1.370136991	0.03076239
106505285	-1.684664684	8.04E-05
100155063	-1.824807662	0.000539046
397243	1.547903497	0.037262496
397127	-1.907279343	4.32E-05
100156254	-1.223604317	0.034121737
100155483	-1.665720313	0.000506263
100157882	-1.223157611	0.089038846
100037976	-4.809050818	0.007651745
100526190	-1.569340591	0.007623609
100737986	-3.77277699	0.023899922
100153172	-1.300568418	0.018665809
100521470	-1.234176082	0.080343806
100523015	3.140216249	0.0027829
100623421	3.140216249	0.0027829
768115	1.459755774	0.073761981
100152028	1.626451693	0.000107333
100153917	2.180393583	0.076584561
100517301	1.351559367	0.031174538
100519915	1.588066614	0.002670965
100152933	-1.550012902	0.000426132
100522635	-1.644125222	0.043007644
100525532	1.77429123	0.049882922
100152796	-1.173966467	0.047008856
100154680	1.736966802	0.002064206
100153454	-1.5861548	0.0015033
100620378	-1.265678831	0.015798013
100520328	-1.274775813	0.04427289
100513119	-1.505737911	0.047277508
100157041	-1.505737911	0.047277508
100153822	3.776916645	1.46E-06
100154208	-1.518710293	0.045242119
100155695	1.57622617	0.000152654
100156061	1.690903896	0.001661497
397617	2.230425297	0.006649008
100153624	1.30660731	0.083974155
100152711	2.662856382	0.003229621
100156303	-2.448190032	0.049715169
397090	-1.190957713	0.090391466
396759	-15.34514084	0.009281569
100141310	-8.83046621	0.000406928
100153078	1.356039965	0.06900135
100153880	2.719091294	0.002382049
397130	-2.664197368	0.000223161
100158205	1.545192426	0.003897712
100156049	1.492497624	0.032468457
100155634	1.136097046	0.069120226
100154400	1.136097046	0.069120226
100155657	2.668609841	0.001379039
100157224	-1.490438349	0.037911827
100151990	1.437622263	0.039255439
397655	-1.531880143	0.002557505
100511782	-5.772025995	0.004020252
100154525	2.376360722	0.001107391
100156140	-1.258509397	0.051002545
100157342	-1.323965792	0.011169431
100158131	1.262219683	0.099554017
100626388	1.600903685	0.006520665
100522574	-1.456287261	0.015675932
100152515	1.234164965	0.0895504
100157752	-1.315716995	0.026382606
100156971	-1.628572526	6.77E-05
100153287	4.528091308	0.031484045
100156510	2.316598448	0.000227817
397443	-22.19724884	0.016901649
100144500	1.812088874	0.002710716
100525612	2.759651353	0.000748345
497623	-2.312532966	0.001539293
100157723	-2.312532966	0.001539293
100158156	-1.309896326	0.013438351
100737886	-1.132347142	0.081336956
100513685	-1.192682292	0.096763331
100152115	-1.585166451	0.059670612
733612	-1.413434482	0.002826768
100154922	-1.409149468	0.008939307
100153706	-4.258025006	0.000237176
100156537	1.592721865	0.002551552
100155338	2.150566258	0.005823826
100153179	1.167569942	0.045864021
100518336	-1.954546536	0.00018152
100152765	1.391975493	0.020066535
100153965	-1.463298493	0.002551068
100157989	-1.142021954	0.098172958
100152741	-1.843298782	0.009529651
100525129	1.981015732	0.005033265
100736858	-2.588437715	0.047303928
100156625	2.201363319	0.010210874
733685	10.51464983	1.91E-05
100153008	23.75485666	4.95E-06
100154637	-1.191924173	0.014226479
100151786	-1.531902939	0.027141173
100156249	3.222873614	0.000495324
396932	1.508957227	0.003011709
100738779	-1.576417722	0.038659004
100152230	2.337188038	0.003345141
100157459	2.480808948	0.000150399
100154993	3.6478919	0.003806143
100157825	1.641177843	0.070283195
768099	1.267875692	0.006037926
100158098	-1.462613941	0.036873612
100152849	-2.090554216	0.012039179
100157272	-1.519682428	0.032951506
100154850	-1.514350628	0.000970189
100739109	-1.945698769	0.007465042
100152451	-3.070938781	0.002794844
100155265	-4.404958456	0.017511981
100154050	-1.242625462	0.079655923
100152846	1.459766622	0.013233659
100153895	1.219606287	0.01869921
414369	2.898932309	2.64E-06
100511161	3.689006815	0.073615776
100157569	1.329592838	0.022850884
100156359	-1.731685974	0.002839359
100155147	1.955005052	0.023623496
100156356	-1.134822082	0.074897478
397113	-4.113034513	0.001183925
503661	3.461133413	0.001823027
397095	2.010948876	0.002623656
100153480	-1.191929786	0.076210474
100154708	1.50225948	0.007287715
397412	1.214008555	0.093994539
100154735	-1.465935462	0.000246764
100523213	2.622154023	0.014340542
100152687	1.636790273	0.003388921
100157972	1.306648586	0.00689096
100156780	3.75992146	0.002660752
100154733	1.444190044	0.007693542
100525540	4.09376187	0.007853763
100511285	32.27156471	0.000813876
100153925	1.248239112	0.038078793
100152722	-1.282934388	0.016212619
100151862	-1.848456928	7.48E-05
100153889	1.480531212	0.000478692
100155530	1.2878847	0.003481276
100616094	-1.444728984	0.000209539
397300	2.266128283	0.001510604
100156193	1.302408129	0.038250473
100152814	-1.570177649	0.003018982
100152410	-1.300145609	0.028323631
100512926	1.235058248	0.077464828
100156432	1.938403691	0.002561408
100158048	1.567461843	0.053684259
100151849	1.411969753	0.039712295
100157092	-1.23572072	0.063733984
100155899	-1.991223614	0.008553314
100153047	-1.237091156	0.024550536
100154254	9.322349407	0.000214235
100155053	2.184182009	0.016309719
100525364	-3.230018281	1.43E-05
100155896	1.437702049	0.00309014
100155762	-5.018145161	0.00064898
100622249	2.596282355	8.72E-05
100519874	-1.356421078	0.017038923
100155086	-1.169193413	0.05630079
100153520	2.81666201	0.089690749
100153541	-2.193773008	0.010679063
595115	1.529399129	0.00038929
100151944	-2.269537989	0.001766013
100155605	-1.456135981	0.007144551
733600	-2.381248563	0.003039118
100153166	1.518941928	0.007299403
100157198	-1.897070361	0.06284622
100156234	1.65977957	4.90E-05
100155980	1.216438871	0.035314592
100037299	1.591252442	0.000369708
100156215	-1.535349993	0.000800803
396603	-1.293213636	0.024539356
100152996	1.430644881	0.002405535
100736886	1.295770662	0.018699085
397394	-1.43040256	0.003711358
397659	-1.512111166	0.000862542
100153816	-1.719970159	0.00809029
100152612	-2.121030015	0.048251877
100155282	-2.001805268	0.003689277
100154486	-1.602003591	0.001603783
100156458	1.263464481	0.051002545
100169652	-1.177176154	0.086102603
100155930	1.941696144	0.002778494
100519926	-12.05387741	0.000102634
106504057	1.660773652	0.02408241
100152192	-1.604738971	0.035020281
100524111	-1.272613774	0.068178229
100157640	2.005024654	0.063723621
100037303	-1.325294719	0.03300006
100152630	10.94906512	0.001594576
733615	1.473848068	0.00075039
100154248	1.735012741	0.012747162
100153038	1.735012741	0.012747162
100157079	-4.259161003	0.004662548
100154650	1.71749048	0.067414778
100155885	-2.930975821	0.000116882
100156540	-1.42589285	0.000434219
100152117	2.05717252	0.035133853
100155309	1.602147615	0.001612198
100526080	-5.991307009	7.06E-05
100154549	-2.531423926	0.003605456
397124	-7.752064962	0.032385419
100154547	-2.698552031	9.98E-05
100151977	1.451414061	0.008211781
100157208	-1.249218609	0.093183038
397298	-1.80183692	0.003259477
100154790	-2.13843809	0.001732827
100155165	-1.910862298	0.000720332
100157608	-1.263937486	0.008244037
100156395	1.284912496	0.04404409
100153961	-1.413298162	0.086697595
100156818	1.188155856	0.058568913
100154382	2.032878687	2.37E-05
100153176	2.814328569	0.005222503
100151975	1.406805412	0.012204318
100157207	2.616964157	0.096702518
100157585	1.633607345	0.019816346
100152738	-1.482911667	0.048874874
100151953	-1.193579281	0.097599075
396670	5.992069872	0.002921733
100156620	1.246382597	0.014861833
780436	-1.488787074	0.006367145
100517974	-1.304140882	0.043948109
100154193	1.932195056	0.000346567
100156619	1.236788184	0.010889288
100154612	1.386739885	0.003316572
100155006	-4.068152059	0.002412068
100153803	1.823984866	0.065575073
100157838	-1.592020472	0.004007772
100152688	-1.82010617	0.000278275
100155574	-1.476042227	0.037568573
100151864	-1.300236895	0.001502605
100157112	1.705393364	0.052036346
100152297	3.724627529	0.0012044
100152319	2.207843199	0.001074477
100153060	1.829601876	0.01267843
100151860	-1.753870598	0.040702639
100153733	1.690280251	0.020078323
100152540	1.239459941	0.069013451
100155371	-1.254420628	0.034007835
100154966	-1.36969867	0.007817954
100154143	-2.516291383	0.000200822
100152937	2.010376398	4.74E-05
100144587	-1.658783676	0.003115344
100155791	-1.252400713	0.035209346
100156416	-1.210580258	0.049791362
100153999	-1.296648388	0.068668214
100515628	-1.5168363	0.001999976
100154810	-2.206301166	0.003621732
100156053	-1.382120189	0.000284634
100153610	-1.394248761	0.051793601
100156865	1.553686798	0.040760957
100155662	1.132785877	0.093748511
100153848	1.391220673	0.058415532
100152128	-1.340035117	0.060394417
100523630	-1.37276134	0.015453807
100627695	1.289850123	0.03300006
100525885	-1.763777147	0.067527094
100144472	1.539805309	0.000958523
100515917	1.273192211	0.010447127
100516506	1.627399255	0.000162495
100523988	1.739609446	0.056353712
780410	2.83875964	2.83E-05
100512301	-5.515929364	0.002232618
100512485	-1.336938023	0.012733266
100037270	1.474464366	0.019280628
100515403	-1.511361369	0.081889367
100523859	1.367399958	0.077399376
100525658	-3.127277645	0.001478469
100511582	-4.334743736	0.001310337
100511951	1.399407219	0.000692605
100516103	-3.842000009	0.001429485
100516638	1.237772176	0.05798788
100621750	3.255238086	3.02E-05
494464	2.158985079	0.021156157
100524518	-5.052839411	0.006514911
397577	-1.304371063	0.082945336
100522820	-1.781828884	0.045553571
100126283	2.847675341	0.014022254
100513812	1.213893118	0.073725867
449001	-7.457000159	0.001193467
100518508	-1.333005581	0.035788119
100520047	-1.354275052	0.00113376
100522394	-2.130536719	0.00010766
100525944	-2.429118852	0.001251204
100510924	-1.526756092	0.031198409
100514867	-4.739356169	0.001080214
100516752	1.338351623	0.011495901
100517488	1.683784674	0.077822408
100518571	1.464321709	0.010107166
102167371	1.149610943	0.083341148
100286859	-2.522542302	1.01E-05
100512363	1.344144127	0.040590056
100511344	-1.482849583	0.074551486
100511529	-1.484229161	0.041655151
100514126	1.422227355	0.025203178
100620508	-1.425580113	0.008556296
414427	1.228158757	0.02698216
396926	3.802577378	3.03E-05
100157572	6.711471261	8.32E-05
100156362	1.994235189	0.000194438
100520101	-7.062454528	4.87E-05
100156319	-1.286850653	0.00946855
100524044	2.078886062	0.004259589
100511779	-1.382117383	0.008706106
